!Gene_Label	CT2	CT3	CT4	CT5
Gene_1	654.968051131232	195.373036673841	199.149610776933	119.794731224775
Gene_2	48.7551425384499	32.6501311993277	17.7949158836112	13.3816449118037
Gene_3	5338.35585703006	1602.76105580741	3338.2876805241	860.883741203171
Gene_4	142.883587455193	18.7149121291936	42.2898251970596	23.9193478642469
Gene_5	46.5026099479383	19.337315647681	7.14432998341355	15.0958816643257
Gene_6	229.853257876372	720.598287979906	337.001016093168	126.219254202433
Gene_7	422.614255801541	156.129274995677	160.424663925707	397.600798318317
Gene_8	58.2422493088375	67.5238010627749	33.914652479657	44.4340957791694
Gene_9	70.3534819722277	25.9916569792085	44.2802025320079	34.3103724944085
Gene_10	711.488674265135	67.2740210578199	260.602777109304	253.247889804539
Gene_11	284.91851203229	81.7976034016308	288.786907230618	162.699356868902
Gene_12	38.0504569773649	10.8063438948685	28.6133615215657	59.552778212038
Gene_13	33.5007505387286	12.7678469584125	7.73827301952356	19.5464963473502
Gene_14	7497.71980839395	4853.19433135164	2201.33971582911	2371.08485947686
Gene_15	446.006924783626	78.5139387165289	59.4531584273892	84.989796866447
Gene_16	2358.30390961022	2562.39067253182	1852.85654476248	2504.91409041665
Gene_17	679.64677396318	86.2348786505774	105.738172133233	94.5768176455373
Gene_18	805.149283733148	154.029093775353	366.327360359695	75.6390766762296
Gene_19	246.379162801133	94.4211964397293	135.969704403332	376.344665239469
Gene_20	674.655946013495	125.980657617172	259.215909083671	487.177994613933
Gene_21	83.609521332688	60.652650951174	23.1765125916444	44.3138904282467
Gene_22	2193.84874067675	1304.03098466818	1436.8905212909	3394.90593148887
Gene_23	799.108996410731	78.9855838658393	182.051199185676	228.929023743811
Gene_24	108.209192511216	8.01638424795862	32.3672442426782	36.223752503738
Gene_25	519.429986018292	177.739449096572	85.5773737198252	362.960188721177
Gene_26	395.269713768639	217.740457478338	102.977420603211	228.197938422007
Gene_27	293.460080471772	169.024502256174	441.981772502011	107.903341347807
Gene_28	937.274536196497	83.0666495204992	128.070415011773	172.425361751682
Gene_29	138.507842106942	13.7604173014219	40.0907656467377	9.47574431944038
Gene_30	658.638303635709	384.578530113838	179.04739964079	263.340031707493
Gene_31	4095.46800525769	699.320553739596	479.829596882633	934.756484543742
Gene_32	2418.34749656903	2613.44742967684	879.104069025418	740.949918222836
Gene_33	100.60993221973	11.5947348200564	13.3463059508715	15.9571025611052
Gene_34	53.7994870362721	50.8148071459773	8.97306316230079	32.1555004068229
Gene_35	113.385427065889	31.9585063515912	13.6597745196882	14.1512709735562
Gene_36	75.0597038746273	18.0406084460769	37.9517983242803	39.1118929252523
Gene_37	66.8755325139524	26.6409449626742	40.4163233363508	34.5756834210736
Gene_38	234.284707468208	234.379202733991	51.0347917892021	79.4254791079487
Gene_39	7027.44176605827	1064.43904282611	480.288860083517	420.3520194599
Gene_40	412.543976268213	98.5005016001156	245.892182459993	150.073052845898
Gene_41	106.819847603264	19.2739096392151	15.3734324678938	34.6442040196015
Gene_42	2013.13768491083	468.04120768118	1502.53311846089	513.071350896145
Gene_43	2434.39638284511	1554.70748970522	1118.13998084521	844.847216729016
Gene_44	120.8030341199	39.1385766460951	25.8579306143249	10.2661751823081
Gene_45	45.8097108527493	56.4965937506083	18.7001584682764	32.6196662857913
Gene_46	160.104990415597	63.0941865469931	17.8029956355757	61.313008036481
Gene_47	1164.29209369673	61.2224696991476	152.758935592425	499.773722629084
Gene_48	280.041626915093	263.080322508984	116.069678750217	123.854282592376
Gene_49	448.538239937487	229.62437864192	98.418583158062	204.93665132516
Gene_50	88.8580275064735	17.3070217983316	30.1950772877549	10.1035612047647
Gene_51	568.161860209539	124.561981183266	106.942552972444	304.437783934614
Gene_52	146.05180514373	13.6689327915581	21.9306677818348	19.2715488424989
Gene_53	8797.92110263165	454.6490728329	467.443743707023	2168.42161137445
Gene_54	570.764606572167	293.65972882452	228.674571373369	57.702651292639
Gene_55	5692.84260124795	1532.00264518875	1322.12017486396	1361.55102839717
Gene_56	9535.88979970283	471.249093998364	1754.30940449575	801.54883262602
Gene_57	68.8284267522392	25.2442028574853	10.9744941049863	67.6056877332399
Gene_58	43.0561373159864	49.1364647239305	20.6716113626758	10.5644943833165
Gene_59	3519.56238461902	1035.71554221534	781.264773483119	1762.04305970108
Gene_60	5536.62995560301	431.887580966772	546.788626838179	516.989198977343
Gene_61	30.6670712471844	8.49906452814858	14.0086699414747	48.7027841223587
Gene_62	820.399891946485	129.093928778464	441.514056778016	257.833160803152
Gene_63	350.852563233866	392.251951589965	112.792053025402	87.1850554190796
Gene_64	7.40726168092484	99.9713981336165	42.15342001184	35.4907116959552
Gene_65	392.484612811144	605.919376837303	202.535163896771	247.67306339993
Gene_66	529.442223857016	9693.03860398281	816.171239405828	937.991996415425
Gene_67	15.7074690582673	168.900169313627	94.1116597065356	37.1721108291606
Gene_68	56.5301467263832	53.9046617568297	45.2645403748677	34.2099625678566
Gene_69	105.660899349696	375.800332873309	171.319667658114	85.5257121412616
Gene_70	293.339659225832	446.371130009715	109.596895059811	181.718889188576
Gene_71	671.258927256401	5640.61729942299	2595.17411991521	1580.6752668283
Gene_72	236.228881726561	943.799272836759	279.848949233094	103.6419148607
Gene_73	1491.63015881373	6360.72142533286	1960.94757095738	576.6809144228
Gene_74	1144.41839419513	3072.85738016203	2003.94756432172	579.051368684546
Gene_75	1736.58364824537	7676.36261039941	2619.66261256416	654.553849676951
Gene_76	46.0998726629941	83.1550031885566	67.6300243847425	39.8916280280365
Gene_77	11.7921734752295	54.2091077169977	12.7394443224069	9.57101442358693
Gene_78	5.96044164406189	96.5951499115636	5.40432040014141	14.1893110970251
Gene_79	12.9818710344566	102.923755668746	6.27313473592695	55.5324821857945
