!Gene_Label	CT2	CT3	CT4	CT5
Gene_1	35.2886835452773	14.6736726334739	18.7756576440109	30.1594420109722
Gene_2	3922.54683751731	428.299676365727	579.013903613488	1366.88671834161
Gene_3	513.577702241879	273.370810005493	54.254612607372	163.908099939646
Gene_4	6532.39151104202	1214.91663417358	1950.47367083309	895.499892798357
Gene_5	198.951871591898	42.2227819965691	23.3881080804249	12.3815383894566
Gene_6	101.613222163798	36.7063628171165	11.5506570247921	29.2387283951363
Gene_7	52.1504296746811	31.4468103849978	31.8702833965019	26.4431607486889
Gene_8	3047.59920660202	1321.30417223139	2100.40736797043	1461.20911940944
Gene_9	4267.71471357718	3139.01156995342	1713.70908906213	447.365584049672
Gene_10	561.903405914715	149.153201955384	178.88699607013	110.259625076585
Gene_11	1988.91663994467	1648.38779431186	2038.71239139653	674.931854537241
Gene_12	2240.93503696528	474.358822774193	1556.23661970788	2867.60731259464
Gene_13	694.109510255225	252.883358618335	69.4040565419806	50.7729078534871
Gene_14	1017.73617452522	284.013568772063	250.122299051489	215.151965944339
Gene_15	404.91483484043	90.457566509384	132.697300357897	117.799505892459
Gene_16	84.1231925725222	36.4973470881768	18.4247222832424	10.7073768742839
Gene_17	94.4818019372981	27.4994525364139	13.1269319344568	15.2719901062218
Gene_18	3464.94181518833	2012.074710967	2205.28157230268	2209.59835049185
Gene_19	171.156971718047	15.5270847772356	9.24449869933845	21.2328154704799
Gene_20	70.1449372428928	49.5071083125441	29.4439540601839	26.3273669853439
Gene_21	877.497295182663	126.718693415023	88.8890666783512	307.763533170323
Gene_22	47.8263001730125	42.891417461508	11.9056941360189	55.9320266244745
Gene_23	5273.09510859716	1512.98396619854	505.489532597616	1532.26147047966
Gene_24	2768.80695290784	1443.68576579323	526.48675845701	1985.12194324637
Gene_25	115.842708561408	64.5216034275407	49.0238377214397	74.4289573903767
Gene_26	7145.70551974176	978.763326424674	528.597143745905	557.179004031404
Gene_27	2689.87482628863	465.001784319351	439.779061649823	1379.5125816492
Gene_28	134.736595861002	16.4032482611614	18.2248274320942	57.0164187728497
Gene_29	175.374652811404	36.1949739939965	13.978438581686	27.9202703929063
Gene_30	754.761863237045	67.1094424911606	335.563045180405	247.370284344099
Gene_31	94.3030662327313	33.2216305954475	59.4954257952974	47.4264521176134
Gene_32	7397.7070466833	2343.39257941713	549.068505988955	554.680436684642
Gene_33	2923.04949614371	1452.53343684416	2731.72479005916	440.729912605741
Gene_34	97.3659060525211	45.9861641982213	7.75624847127925	33.379758759918
Gene_35	442.010716514045	134.60227646323	305.597954547458	186.023206334494
Gene_36	56.3088304990951	9.7949290401887	18.0618044211118	20.5056024336774
Gene_37	2148.85303137309	591.813197133764	844.263132665561	1894.09526711344
Gene_38	104.756046737228	51.3333989119987	19.0615537231735	39.1013320564675
Gene_39	4253.51729713616	720.467386299149	1193.37455351072	1509.92388165569
Gene_40	7469.01170723527	1431.70972401082	1642.81206739054	1111.45129200397
Gene_41	3717.70771522202	1196.23682652107	411.096009045027	1442.87791437262
Gene_42	699.144809633796	75.8598004412304	181.188749783303	512.042001725941
Gene_43	302.948271211122	284.94610821881	149.022525612244	419.898439711096
Gene_44	103.263068945469	10.118412125879	49.7252968479016	42.6885816002609
Gene_45	1065.55359603984	411.418347475162	269.488946710258	284.173920322454
Gene_46	164.352046549925	16.9158396971521	18.7777276486937	8.11296293360492
Gene_47	4367.628870391	1180.55099412364	692.936323344063	1087.32921173713
Gene_48	242.970462316769	431.775256681867	117.427833396497	341.236556064664
Gene_49	825.015927639437	101.92420983157	116.813642796762	218.555919124303
Gene_50	3529.22474466731	2007.71495086405	1694.87957263042	728.935167723092
Gene_51	5110.481412664	512.496510759554	739.200229904298	1183.09472250532
Gene_52	873.410938105578	240.526384528928	159.202614888334	71.7999251258116
Gene_53	491.413137596902	351.055366416108	110.148763683985	97.0677852386937
Gene_54	964.19360747059	123.086413642935	230.015852324525	97.5873803533331
Gene_55	31.0817713441543	33.5521632543168	9.22469114400568	29.3974216608541
Gene_56	76.9425414739483	33.3395417779641	18.9650860910301	11.762020670203
Gene_57	77.5705749003342	13.2977368226753	15.2711418654386	57.830221652345
Gene_58	2421.51258172986	1200.41851426558	1295.81515126643	1345.7588962477
Gene_59	153.305647077898	53.8248684957235	27.7194425172822	84.0890183243178
Gene_60	5156.98859228155	591.013609907665	596.330651489901	2255.34113060933
Gene_61	1052.5430520041	86.8069993071686	368.069440774226	299.189810262335
Gene_62	420.588137108956	56.4361592442318	350.971587293243	226.021545779445
Gene_63	160.316010124718	1326.78828723778	236.979283223834	228.533851950586
Gene_64	263.574355924869	946.689416912422	427.650001707684	165.096213622935
Gene_65	281.720412534961	827.061467511487	340.999369083175	352.307552239815
Gene_66	8.02630608467152	98.3329420271222	15.7599285456624	19.837455327384
Gene_67	26.009114766472	108.981156148864	25.7992071767234	31.4714355234723
Gene_68	149.94522755338	297.609097947641	223.108014762796	108.989112154272
Gene_69	80.455216239465	95.6823977775422	63.4944807164442	37.6767002991436
Gene_70	273.259468213636	499.935119868723	283.642801975226	172.042690583717
Gene_71	1060.8582731516	3952.82973941655	532.322427866127	2204.84969970217
Gene_72	21.967688952148	58.6579788963209	25.1715907216101	15.8950495589951
Gene_73	626.254955590369	5084.72355200759	1519.98628716194	1268.0812935621
Gene_74	63.0035158139976	160.353723020187	66.0098024646931	31.919710695036
Gene_75	756.014293944371	1941.6283629859	997.822958943541	589.47871717986
Gene_76	477.962297283956	7439.23007341124	3042.48350032737	1100.73892014568
Gene_77	486.523138793015	10166.006218679	2137.99022087037	2646.479973054
Gene_78	375.275514924442	1285.58989815795	356.313329527635	74.7416855929185
Gene_79	2363.01992629869	4339.45775804894	478.846391478817	734.34479094793
Gene_80	66.0748290455456	303.461653735181	48.1265908699666	84.6304692525183
Gene_81	9.87405372152903	38.6211663841534	7.4480774968333	7.47207825541704
Gene_82	14.9939174545303	115.94807703672	18.7680009366318	59.4681894828545
Gene_83	769.57852788058	3397.80036346692	1456.40776592588	1095.4362247888
Gene_84	32.3788229813725	34.0147701258136	21.2583677596002	42.0295790504457
Gene_85	249.367582172886	557.597582173401	116.43341567873	178.684352979952
Gene_86	1959.54702118608	6289.53381655203	535.605481769264	1018.59743032585
Gene_87	76.4791928916168	975.3373744793	117.834843991061	118.941601752654
Gene_88	37.4304851640938	59.8214244173278	22.4342329720758	34.4349529036885
Gene_89	2029.12240660559	2931.11193352831	2051.00479266574	2045.24790013817
Gene_90	1574.4426737228	6358.16520362897	1986.08878841023	347.196274105033
Gene_91	1313.64042172401	3285.13019217048	3085.94300009753	2639.09080041862
Gene_92	1147.86859100542	2114.94256556471	787.848197130796	2291.87316642735
Gene_93	1361.8178788954	2281.8817566502	537.046424733572	547.086818261641
Gene_94	454.886090498034	3701.53836117661	2207.95113828527	629.438323620888
Gene_95	28.9043765647179	73.122839218023	32.1618497993501	11.4763843632681
Gene_96	14.5754037751352	94.6691531657342	10.747965459868	49.4214445000305
Gene_97	1357.9017796986	3535.52810260246	727.039350006696	838.132144628372
Gene_98	188.559759793652	452.539842345968	70.1892680980163	55.5474394130045
Gene_99	125.701602228506	797.709632328669	194.126624639634	102.089367069942
Gene_100	15.040188450342	93.2224235578059	29.7329407520714	27.3295758707317
Gene_101	80.2068249487297	418.387444734785	292.21434976283	401.551305680839
Gene_102	54.3007069582447	62.0508336047947	34.7053141690625	16.2831599996425
Gene_103	30.812391796472	60.1840853671211	35.0313810155894	9.87955151268966
Gene_104	295.161234453816	449.771669171133	76.447906808929	253.087306588193
Gene_105	24.5329013462254	174.919140176128	15.5365657943631	17.2793267745831
Gene_106	138.457469400036	363.775138556481	211.687960899872	48.8160349835177
Gene_107	140.044433328633	215.812471862166	455.67988011379	124.901933507527
Gene_108	10.3734946603292	43.8743466109998	30.8504335097454	15.5400074355935
Gene_109	686.149066072825	3193.87800361565	918.990360454076	849.514489282572
Gene_110	41.8771847255698	97.8021118652693	35.7375177900701	14.9745709585541
Gene_111	725.230007555295	450.371499968103	118.321852333071	63.6536402384902
Gene_112	515.72125582734	7295.11682040923	669.380991991456	875.539786361381
Gene_113	238.314688819551	362.137223824907	51.5639208112767	130.450420733938
Gene_114	27.8538834610093	136.60355074746	15.914883632484	15.5838792009489
Gene_115	88.671261695232	114.126746607158	10.4926770114601	48.2412215255291
Gene_116	474.858594652219	5583.68939793656	549.387486845283	522.163835375794
Gene_117	51.896454065947	148.02700291464	32.4068066694162	47.452003466984
Gene_118	285.650983149677	1096.89015177832	105.255660499854	110.343986925332
Gene_119	6.56664716275071	70.1925239097963	69.6649261049461	6.93521762387539
Gene_120	21.7853383291939	48.7015633561082	13.8661657806642	43.2100308071849
Gene_121	19.4522536921028	65.0171243474777	32.1735310133401	37.0428534395821
Gene_122	555.667555986333	2904.61035216433	1255.89063118424	553.225729867059
Gene_123	41.2595639641501	40.5118670182242	9.54163101873229	72.8973301710781
Gene_124	99.6884399589046	481.078377134542	181.098903289867	81.3340127200582
Gene_125	13.9942420440168	57.1422888062742	88.3615031905315	28.0536464423255
Gene_126	121.701262458848	96.6903588891983	440.089425798663	115.125410106448
Gene_127	218.311783971674	204.325222402236	236.794616650817	86.6680786091359
Gene_128	221.032607982969	141.904057594375	215.058529530824	348.926580334254
Gene_129	121.304206643872	231.823750364872	646.309518424248	92.8888676133909
Gene_130	107.361968856867	272.349508799148	361.40472188396	243.195153801033
Gene_131	2828.73824655906	1295.90578387762	4703.03892696815	1781.77690001145
Gene_132	9.78856293502938	18.0751628549328	268.219889340818	11.7730882775502
Gene_133	12.6143006256857	61.6675348319579	141.661932891972	56.4582581956136
Gene_134	144.611412132469	93.4134144509418	522.967092329757	207.228564562546
Gene_135	50.1879617004482	98.4070682646191	583.174100950895	142.698324707421
Gene_136	181.761298745645	68.4823786345969	327.622208623849	95.6330717548465
Gene_137	176.938373030419	118.114454875206	252.916108957142	378.575720196834
Gene_138	2016.62188381146	2445.162344276	2731.15982857409	1663.33276143619
Gene_139	1214.24831573921	1729.28058841282	2007.00268080934	2763.22260675303
Gene_140	65.0092517943083	66.5360661698504	404.979836597761	92.8060506481097
Gene_141	21.400386721469	17.0315291942367	154.625158453647	47.8089241142854
Gene_142	1011.88113522708	1778.38030010143	4964.0459414095	2791.30864157854
Gene_143	11.3410660025259	10.616082265413	46.1265770578711	60.7151195850389
Gene_144	1251.70745458778	440.071060841797	3267.42506472065	922.190398064119
Gene_145	73.4433554308887	147.12868595419	1009.40102849209	68.278353990534
Gene_146	3242.75547863888	1874.07855199675	3409.67056679043	544.205157661736
Gene_147	81.7433607652591	40.281742697038	145.944906402729	27.1854953044643
Gene_148	330.781379293298	426.099538498125	308.756204587618	287.657402070931
Gene_149	249.514898579094	226.85600001262	289.537751237558	381.948596372137
Gene_150	6.99445428087444	34.8117380480282	187.536147485338	29.3357007047679
Gene_151	2460.50969933133	2697.18311283567	3398.67195492877	745.55875528244
Gene_152	16.7972844933735	19.5855578953333	168.807282882724	82.1331983180939
Gene_153	30.7746090832423	23.8917399304103	168.615348619526	49.2837729582861
Gene_154	499.893189649686	1840.83155467637	3252.14533584069	471.981137018639
Gene_155	22.6887874761731	46.8249410245341	81.4749918679589	7.93307638308424
Gene_156	952.045881069065	855.745001958823	3477.83181660703	2377.82006346685
Gene_157	695.023768614462	1483.36938364436	2457.90521840531	1182.98658664625
Gene_158	78.6213546028925	136.871253649479	707.650048413659	47.6545785326243
Gene_159	15.2203027245473	44.3498504603219	78.0975762260043	39.2177098988605
Gene_160	1914.45270267802	1156.94868174545	3209.09643981725	2137.55125703926
Gene_161	207.217612484374	158.357798809488	387.579724657963	145.906770525765
Gene_162	1105.95569192808	1069.52009280858	2527.76364873879	1101.01451134493
Gene_163	32.4980584194591	73.7740574396726	69.8149992518649	60.7375820043367
Gene_164	28.6640465152506	22.6101208006942	36.0468166492491	14.6311789494418
Gene_165	1558.40832633033	1346.07620900578	2319.9500732763	2391.33648817314
Gene_166	35.1666235952503	58.0024442457287	162.750665360819	44.0497367743985
Gene_167	9.97959355097195	42.900418481188	161.502897201793	6.37939136583371
Gene_168	69.0404018994069	222.684035289587	843.118431023233	422.636243813085
Gene_169	31.4609946171396	45.4595535997151	99.2488839475587	44.6110216202302
Gene_170	57.983231726176	46.3027084185842	93.207220173169	7.42060033742217
Gene_171	1560.18958546246	2785.687338956	2391.28197356939	2932.01694140685
Gene_172	62.9279191934215	8.33830185248986	59.5555815166249	11.6827543491196
Gene_173	16.0339049101291	22.3798478432642	65.328706142708	9.5529461777892
Gene_174	1549.48888012866	572.618549947147	5701.03647566723	688.334809084962
Gene_175	169.141651960358	437.606363513724	362.939578318811	121.602736107898
Gene_176	382.903688376156	2848.91093318	3476.88428083473	1173.56325070895
Gene_177	119.805599579764	154.758660355009	809.386771214589	219.252757562453
Gene_178	274.325861961188	376.930917525074	659.661551447122	55.1500201724598
Gene_179	18.1481513898442	18.5097134676567	147.487359469201	49.8374510837863
Gene_180	20.2521217497221	16.1450995229448	83.9849899312687	39.2689689584155
Gene_181	287.377068980238	273.173401380283	381.52902851045	205.061944676393
Gene_182	2630.94338321777	1694.20892614841	3646.44608312785	567.282670552772
Gene_183	50.9786017143659	32.6719589847674	53.9871666671987	62.8589419144401
Gene_184	15.3527618324631	28.1840495777525	191.164931519273	33.8480135404514
Gene_185	36.4201644308814	43.2448334652521	66.7701977999845	11.3745317271174
Gene_186	48.6572072747288	26.9005289360069	193.899910697907	21.6055906617453
Gene_187	152.154474728138	155.122077293091	184.569678542356	216.105217319151
Gene_188	10.0658537345661	25.5554255299173	40.635551389207	101.106667528713
Gene_189	126.834034438664	119.696639791313	278.513660335565	1045.87461476428
Gene_190	19.4965813388981	8.06795120906167	80.1468064411727	38.8622737567565
Gene_191	42.5067600298193	12.7860478070028	34.5027058462934	136.704600444892
Gene_192	56.4780111381151	12.1356365045101	44.1893468533642	69.7903138825585
Gene_193	38.5047589741811	46.6050120407913	38.3263712761612	117.029295100753
Gene_194	16.8694880096418	53.6670863478295	28.0580636659946	92.9732178461848
Gene_195	31.3053949472065	57.9727329182369	18.1032148414022	209.440801830908
Gene_196	97.2729364032408	16.9280212529205	18.8214946492589	47.8324028610647
Gene_197	9.65128873221576	10.684169422673	34.4404636969038	126.600511763592
Gene_198	273.207604875884	93.232494750495	170.416662783549	505.586009735692
Gene_199	72.3009524013915	316.164497847518	210.023109208755	791.611819135328
Gene_200	15.4222230195175	22.5404758731658	144.452277931332	38.9348126715687
Gene_201	232.093780605147	127.025139786643	345.526503600447	855.530499249203
Gene_202	1320.04759530511	1536.6243540144	431.447778616263	2699.9567034144
Gene_203	1221.56469696731	1780.62456049781	438.161788305127	7798.15748616278
Gene_204	1641.43065220949	810.129593757183	2380.22955222567	6492.36324853143
Gene_205	42.7347503217643	52.7834877862532	28.6973646750706	43.8531911572268
Gene_206	80.4551553223085	280.251165725392	250.290492223017	940.156239819487
Gene_207	88.8776627453165	92.1666336929949	162.047978803832	1112.41214015715
Gene_208	84.5691422228789	44.9345585448533	59.1899431075897	61.2607289778216
