!Gene_Label	CT2	CT3	CT4	CT5
Gene_1	136.748191555766	46.6457997407241	33.0489249732474	20.7187734694626
Gene_2	128.442445529336	61.7008011028317	35.2588014455811	37.9586011879644
Gene_3	5729.41832942872	2711.35806278747	2008.79956307384	1090.81095110807
Gene_4	3235.77045557439	1867.77397545899	2548.37408064642	682.703311784859
Gene_5	117.620513936707	64.1350188373965	10.0606826081113	52.3619867589802
Gene_6	46.0796328488316	62.0978982583701	13.8856962299451	53.4248278973229
Gene_7	4363.9810787011	1628.22162107488	1245.59885272281	1744.72839503618
Gene_8	42.2645667411405	48.6339071850668	25.2279025392969	9.06424528339803
Gene_9	943.239398213653	346.011957187741	348.304955295745	173.581799047894
Gene_10	442.950127230857	63.0285372647734	239.385927479642	119.343830276768
Gene_11	1025.98936724911	151.753166595927	304.582200299432	244.254930615298
Gene_12	504.129747993355	381.543233509713	494.893680173418	431.838278499511
Gene_13	151.179355936544	53.0484198891327	21.7942070511726	17.1518516056598
Gene_14	3052.89089294255	656.228708256715	788.509591320202	2524.81564060882
Gene_15	7212.39640687823	1350.86131708617	1057.46797367963	676.834002761265
Gene_16	1969.22949936874	1450.54305457921	606.743543265781	464.389883469772
Gene_17	1992.29474856309	838.729702721737	2486.77455143529	495.053806743462
Gene_18	687.884139307835	183.064396213239	147.246587511641	143.586833561833
Gene_19	3000.11694386854	1582.78781769368	469.692145644059	2696.78323166017
Gene_20	79.6242953910233	60.2430917921657	21.1085176797442	21.2483142931401
Gene_21	2739.49670532825	1003.45981238218	1699.54178966761	1197.16711343874
Gene_22	174.365068299013	12.3564811446732	13.5144077589704	15.5053385685998
Gene_23	238.871915221364	77.978545481042	106.957822253999	95.5741465154182
Gene_24	70.8877199221895	16.2592060232397	30.614456009434	9.69957784478889
Gene_25	155.386520177676	29.1075056451357	44.8761744152432	29.4155935607462
Gene_26	4917.46053888223	1717.83419388502	822.136327039208	582.016725330141
Gene_27	320.35722393765	195.004076228733	92.2429912801017	201.65321361365
Gene_28	149.131473651298	36.7605294328948	25.2038472603827	16.5309973199754
Gene_29	251.37470273783	257.863738931513	78.9137568098923	95.4364976121588
Gene_30	96.4029605655011	11.6407585488083	11.9934101698315	16.7777471040889
Gene_31	135.641211418879	28.4663888776363	44.412576657989	60.8777757740654
Gene_32	951.378227939593	208.50658220661	381.18722537518	134.025215879949
