Gene_title	Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells
PAX5	119.698049931022	0	0.196372330852419	0.0946174583197583	0	0	0.0521646143760177
MS4A1	1594.56968407499	0.170474019410358	12.3614739931767	35.5855024820114	0	0.00186300190563875	23.9091448211912
BANK1	518.374488867004	5.61595740501716	0.285433746740349	0.190091986351564	0	3.81906684994905	13.2545196969824
CD79A	1776.8449439248	2.92318602115352	16.346739817101	20.609094553706	0	0.0290076395805219	0.407478935180333
FCRL2	127.831973118463	0	0.257823461323591	1.11878445012557	0	0.0843679266977423	0.160020167072787
FCER2	299.303410059304	0	0.193818302432588	1.4734144810632	0	26.2398777752593	0
TCL1A	574.931742989625	0	0.68755613928762	2.03655573916012	0	0.0107785330045182	0.191388122744681
CD79B	1633.85717292724	0	75.938731758729	82.1402021209799	19.1190896538256	14.5476601115733	55.972749372751
FCRL5	112.508990448991	0	0.0652099440253381	0.730836552710466	0	0	0
STAP1	159.225761858925	0	23.642774033333	3.8269959215181	0	1.86427625658672	27.4826110583141
POU2AF1	290.733212730166	7.52204675177185	17.3839786741482	18.2525234845847	4.69690406013198	4.22617479958728	9.28464633456466
DPT	0	604.833508754104	0.0242613917632551	0.043180306908959	0	0.0239507478915106	0
COL1A1	0.863721486720711	11064.7590118427	2.15098990995271	0.442911985690998	1.44647623363805	12.8901781783824	0.646406904167135
SFRP2	0	3987.86341623336	0	0.0174530706475817	0	4.64234914612092	0
LUM	0	3946.2627508987	0	0.691699151350228	0	7.71650498258177	0
COL14A1	0.250880346988717	105.898705409168	0.0150121549898172	0.0860405195919329	0	0.00279435720540677	0
SFRP4	0.129620756059278	4994.07230235801	0.655418003843031	0.597980972278141	0	0.0360598793639502	0.111380577429324
CXCL14	0	3427.30684093772	0.757806703108214	0.0868858846702087	0	2.97212815212137	0
ISLR	0.0655527458363253	1202.05833329668	2.36110753800576	0.934243257043614	1.59439261281391	0.0306050563344524	0
COL3A1	0.0323126978023263	11790.5549284278	0.0814291374826182	1.1155584291155	0	14.563886749848	0
MFAP5	7.75717195110623	941.97012844049	7.51176917515221	11.9720428313134	1.42059591668039	9.93163930739997	6.39016554116532
ADAM33	0.979772083167144	108.926344609464	1.32544911514073	0.970591166939277	0	0.440575193027647	1.4926997464959
MEG3	1.59238003675556	411.374324148474	1.62317550179976	3.18926711898201	30.6802675900625	0.489149054068008	1.25969914225047
FBLN1	4.97559082519592	1140.95982391491	7.75279303062394	8.43422112596318	2.8519414329276	1.5504922941446	4.27302312673901
PTGIS	13.3733615511032	361.520833166731	12.1889411078931	13.6441403428216	10.1666343960882	5.36563627687046	7.94250073293926
TMEM119	2.9513342183458	152.88123376529	4.35007386509483	3.29179669098871	2.93513835824321	3.61784483159468	2.67627693849498
CRISPLD2	1.08581107905008	241.401708543992	4.14629726495805	1.47792775081225	7.16677137599364	7.52931016920124	0.88293474792266
SYNPO2	2.77811754048421	5.30169815597993	2.86275751848837	3.78217279898423	2.85521562539763	1.87728258411779	2.84300300490288
F3	6.77518330200153	108.461604248904	9.24525076673816	8.24896829086471	3.28048566255384	5.59757931649876	9.20951506077493
PRELP	6.48397858070518	56.7474072107709	8.60164650155013	7.22919369697943	6.07770114958777	2.81471705680609	7.00417823300085
CLDN11	5.39653435352232	53.9368813408002	8.5202475226026	11.5315561724582	31.7130561408835	3.79774741529865	3.18067502294054
FOXP3	0	0	42.4553261111815	0.729119266485937	0	0	0
ANKRD55	0	0	4.61388475796639	0.354106241844277	0	0	0
TRAT1	0.114207404151031	4.89783163431507	196.415684031972	335.3422922198	0	0	6.50112487285296
MDS2	7.27582917939264	0	4.93023334613999	2.02914071718037	0	0.154090470484848	0
IL2RA	26.8311285661189	0.0628813332075639	88.5888610646304	9.77748070193395	1.0341547557344	24.3207005617068	15.8813795980538
GCNT4	0	2.14500435179271	7.39410006088099	0.181692049260733	0.22560117432967	0	0
RCAN3	13.41700112064	0	74.2976180619154	41.0475059203739	0	6.97467483877865	3.43483667417305
TBC1D4	0.150790228610152	3.94596852374385	54.5533145135827	79.775076067651	11.8490828702222	7.18545660774836	5.09774239814045
DGKA	70.807388611423	13.3955158161729	307.334800087586	198.548434679731	91.2937222982806	24.8712557544825	41.9849818548523
CD8B	1.31210665093558	0	0	894.799392463735	0	0.409169973524049	50.9323579733949
JAKMIP1	0.0215418291859941	0	21.9616879635605	85.385045095832	0	0	17.6422778860758
NAA16	19.9378170519112	1.90324163644593	17.7587719528449	43.1423427275795	15.3035450141333	11.7536372349013	69.8672624487072
TSPYL1	183.513926484514	60.6145437385704	160.108584700238	139.367267844188	29.6015637159737	57.1479845091769	161.493242113743
HAUS3	34.567888854287	7.75111280537393	29.7902989523967	45.0717275534402	23.8897209583541	9.64351907088738	19.059766137612
CDH5	0	0	0.328459030899099	0.162969158398673	446.021623385582	0	0
VWF	0	0	0	0.236439885922293	929.39924839294	0.144114850507212	0
CLEC14A	0	0	0	0.682251054287904	908.192694706593	0	0
STAB2	0	0.125764518595255	0.218334089736665	0.105352783695129	0	0	0
